,name,address,sido,gu
351,오금점,서울특별시 송파구  마천로 196,서울특별시,송파구
352,예산읍점,충청남도 예산군 예산읍 산성리 95-1번지 세광엔리치타워 상가동 108호,충청남도,예산군
353,예산삽교읍점,충청남도 예산군 삽교읍 삽교로 88,충청남도,예산군
354,영통2동점,경기도 수원시 영통구 영통2동 77-2번지,경기도,수원시
355,영통1동점,경기도 수원시 영통구 영통동 998-1번지,경기도,수원시
356,영천동부점,"경상북도 영천시  창신1길 42, 301동 1층 3호",경상북도,영천시
357,영주휴천점,경상북도 영주시  지천로 108,경상북도,영주시
358,영주대청점,부산광역시 중구  동영로 24,부산광역시,중구
359,영주가흥점,경상북도 영주시 가흥동 1810-1,경상북도,영주시
360,영월점,강원도  영월군  영월읍  중앙로 13,강원도,영월군
361,영암삼호점,"전라남도 영암군 삼호읍 삼호중앙로 234, 나동 1층",전라남도,영암군
362,영동읍점,충청북도 영동군 영동읍 계산리 588-36,충청북도,영동군
363,영덕읍점,경상북도 영덕군 영덕읍 남석리 23번지,경상북도,영덕군
364,영덕영해점,경상북도 영덕군 영해면 성내리 481-3,경상북도,영덕군
365,염창역점, ,,
366,연일유강점,경상북도 포항시 남구 연일읍 생지리 244-1번지,경상북도,포항시
367,연수교현점,충청북도 충주시  갱고개로 39,충청북도,충주시
368,연수1동점,인천광역시 연수구  먼우금로 264번길 12,인천광역시,연수구
369,연산2호점,부산광역시 연제구 연산동 798-1,부산광역시,연제구
370,연산1동점,부산광역시 연제구 연산동 615-10,부산광역시,연제구
371,연무읍점,충청남도 논산시 연무읍 연무로 180-1,충청남도,논산시
372,연남점,서울특별시 마포구  동교로27길 91,서울특별시,마포구
373,역촌점,서울시 은평구  연서로 49,서울시,은평구
374,역삼2동점,"서울특별시 강남구  언주로 69길 16, 103호",서울특별시,강남구
375,역삼1동점,"서울특별시 강남구  역삼로 129 ,104호",서울특별시,강남구
376,역곡점,"경기도 부천시  부일로763번길 17, 1층 1호",경기도,부천시
377,여주점,경기도 여주시  여흥로 108,경기도,여주시
378,여좌중앙점,경상남도 창원시 진해구  충장로41,경상남도,창원시
379,여의도3호점,서울특별시 영등포구 여의도동 84,서울특별시,영등포구
380,여의도1호점,서울특별시 영등포구 여의도동15-16 산정빌딩 105호,서울특별시,영등포구
381,여월도당점,경기도 부천시 오정구 여월동 5번지 대원스카이빌 1층 11호,경기도,부천시
382,여수죽림점,전라남도 여수시 소라면 죽림중앙로 33,전라남도,여수시
383,여수여천점,전라남도 여수시  망마로 102,전라남도,여수시
384,여수여서점,전라남도 여수시  여문1로 28,전라남도,여수시
385,여수봉산국동점,전라남도 여수시  어항로 27-1,전라남도,여수시
386,여수미평점,전라남도 여수시  양지1길 6-14,전라남도,여수시
387,여수문수점,전라남도 여수시  문수로 24,전라남도,여수시
388,여수무선점,전라남도 여수시  화산1길 7,전라남도,여수시
389,여수돌산점,전라남도 여수시 돌산읍 강남8길 15-34,전라남도,여수시
390,여수관문점,전라남도 여수시 충무동 463-1번지,전라남도,여수시
391,양평점,경기도 양평군 양평읍 양근로 235,경기도,양평군
392,양주삼숭고읍점,"경기도 양주시  부흥로 2094, TS푸른솔3차아파트 상가동",경기도,양주시
393,양주백석점,경기도 양주시 벡석읍 호명로 92,경기도,양주시
394,양주덕정점,경기도 양주시  고암길 154-12,경기도,양주시
395,양주덕계점,경기도 양주시 덕계동 473-4번지,경기도,양주시
396,양정염포점,울산광역시 북구  염포로 563,울산광역시,북구
397,양재1동점,서울특별시 서초구 양재1동 110-5번지,서울특별시,서초구
398,양양점,강원도 양양군 양양읍 남문로15,강원도,양양군
399,양양낙산점,강원도 양양군 강현면 일출로31-10,강원도,양양군
400,양산신도시점,"경상남도 양산시  양주로 38, 1층 108호",경상남도,양산시
401,양산신기북정점,"경상남도 양산시  북정로 116, 106호",경상남도,양산시
402,양산석산점,"경상남도 양산시 동면 금오12길 4-5, 1층",경상남도,양산시
403,양산서창점,경상남도 양산시 삼호동 794-1 1층,경상남도,양산시
404,양산범어점,경상남도 양산시 물금읍 범구로 17,경상남도,양산시
405,양산물금점,"경상남도 양산시 물금읍 버들길 36, 1층",경상남도,양산시
406,양산덕계점,경상남도 양산시  배움터길 20,경상남도,양산시
407,양구점,강원도 양구군 양구읍 중심로 184-1,강원도,양구군
408,야탑3동점,경기도 성남시분당구  벌말로 29번길 18,경기도,성남시분당구
409,"야탑1,2동점","경기도 성남시분당구  판교로 443, 106-1,107-1호",경기도,성남시분당구
410,애월점,제주도 제주시 애월읍 고내로11길 30,제주도,제주시
411,압량조영점,경상북도 경산시 압량면 청운1로 89,경상북도,경산시
412,압구정점,서울특별시 강남구 신사동 619-6번지,서울특별시,강남구
413,암사3동점,서울특별시 강동구  암사길 88,서울특별시,강동구
414,알펜시아점,강원도 평창군 대관령면 솔봉로 325,강원도,평창군
415,안양중앙시장점,경기도 안양시 만안구  냉천로 193번길 42 안양4동 711-120,경기도,안양시
416,안양박달점,경기도 안양시 만안구  박달로 506,경기도,안양시
417,안양관양점,경기도 안양시 동안구 관양1동 1386-18번지,경기도,안양시
418,안양7동점,"경기도 안양시 만안구  태평로 52번길 37, 지상 1층 110호",경기도,안양시
419,안성한경대점,경기도 안성시 석정동 343번지 우남상가 102호,경기도,안성시
420,안산한양대점,경기도 안산시 상록구  사동 1550-8,경기도,안산시
421,안산초지점,경기도 안산시 단원구 초지동 742-9번지 메가쇼핑 113호,경기도,안산시
422,안산일동점,경기도 안산시 상록구 일동 88-2번지 102호,경기도,안산시
423,안산성포점,경기도 안산시 상록구 성포동 592-2번지 현대@상가 112동 107호,경기도,안산시
424,안동중앙점,"경상북도 안동시 신안동 퇴계로 152, 1층",경상북도,안동시
425,안동용상점,경상북도 안동시  경동로 908,경상북도,안동시
426,안동1호점,경상북도 안동시  경동로 349,경상북도,안동시
427,아산탕정점,"충청남도 아산시 탕정면 명암리 939-10, 101호",충청남도,아산시
428,아산장재점,"충청남도 아산시  용연로 71, 103호",충청남도,아산시
429,아산용화점,충청남도 아산시  온중로39,충청남도,아산시
430,아산신창점,충청남도 아산시 신창면 행목리 215-3,충청남도,아산시
431,아산둔포테크노벨리점,충청남도 아산시 둔포면 석곡리 1797,충청남도,아산시
432,아산권곡점,충청남도 아산시  번영로 171,충청남도,아산시
433,쌍문점,서울특별시 도봉구  도봉로 125길 53,서울특별시,도봉구
434,신흥약대점,경기도 부천시 원미구  약대동 118,경기도,부천시
435,신현원창점,"인천광역시 서구   원창로 222,1층",인천광역시,서구
436,신평비산점,경상북도 구미시  구미대로30길 26,경상북도,구미시
437,신탄진점,대전광역시 대덕구  덕암로 255,대전광역시,대덕구
438,신촌점,서울특별시 서대문구  연세로 42-32,서울특별시,서대문구
439,신창신가점,광주광역시 광산구  신창로86번길 7-9,광주광역시,광산구
440,신정4동점,서울특별시 양천구  오목로 130,서울특별시,양천구
441,신정3동점,서울특별시 양천구 신정3동 761-89번지 대승프라자 103호,서울특별시,양천구
442,신월성점,대구광역시 달서구 월배로 33길 27 (진천동),대구광역시,달서구
443,신월사파점,경상남도 창원시 의창구  원이대로 687,경상남도,창원시
444,"신월3,5동점",서울특별시 양천구 신월5동 58-1번지,서울특별시,양천구
445,"신월2,4동점",서울특별시 양천구 신월동 500-11,서울특별시,양천구
446,신시가지점,제주도 서귀포시  신서귀로 43,제주도,서귀포시
447,신수점,"서울특별시 마포구  독막로 195, 101",서울특별시,마포구
448,신성점,대전광역시 유성구  신성로 66,대전광역시,유성구
449,신봉점,"경기도 용인시 수지구 신봉동 신봉1로48번길 11, 뉴골드프라자 106호",경기도,용인시
450,신림동점,서울특별시 관악구  신림동길 27,서울특별시,관악구
451,신둔점,경기도 이천시 신둔면 증신로 561,경기도,이천시
452,신도림점,서울특별시 구로구  신도림로11길 45,서울특별시,구로구
453,신대지구점,전라남도 순천시 해룡면 신대리 2008-3,전라남도,순천시
454,신대방1동점,서울특별시 동작구  신대방1길 16,서울특별시,동작구
455,신당역점,서울특별시 중구  퇴계로87길 22,서울특별시,중구
456,"신당3,4동점","서울특별시 중구  다산로32, 남산타운",서울특별시,중구
457,신내1동점,서울특별시 중랑구 신내1동 398-4번지,서울특별시,중랑구
458,신곡1동점,경기도 의정부시  발곡로31번길 15,경기도,의정부시
459,신갈점,경기도  용인시 기흥구   구갈로60번길 11,경기도,용인시
460,시흥월곶점,경기도 시흥시 월곶동 994-1번지 주영프라자 101호,경기도,시흥시
461,시흥신천점,경기도 시흥시 신천동 378-7,경기도,시흥시
462,시흥대야점,경기도 시흥시 대야동 475-11번지,경기도,시흥시
463,시흥능곡점,경기도 시흥시  능곡로 182,경기도,시흥시
464,시흥5동점,서울특별시 금천구  금하로 731-7,서울특별시,금천구
465,시흥1동점,서울특별시 금천구  은행나무로 24,서울특별시,금천구
466,시립대점,서울특별시 동대문구 전농동 155번지 삼성@상가 201호,서울특별시,동대문구
467,순천풍덕점,전라남도 순천시  풍덕주택길 3,전라남도,순천시
468,순천조례점,전라남도 순천시  봉화3길 5,전라남도,순천시
469,순천연향점,전라남도  순천시   연향1로 12,전라남도,순천시
470,순천북부점,전라남도 순천시  업동2길 2,전라남도,순천시
471,순천남부점,전라남도 순천시  우석로 202,전라남도,순천시
472,순창점,전라북도 순창군 순창읍 장류로 358,전라북도,순창군
473,수택3동점,경기도 구리시 수택3동 853번지 럭키아파트상가 108호,경기도,구리시
474,수택2동점,"경기도 구리시  벌말로 185, 117호",경기도,구리시
475,수진점, ,,
476,수유2동벽산점,서울특별시 강북구  삼양로 424,서울특별시,강북구
477,수원조원1동점,경기도 수원시 장안구  조원로 111번길 31,경기도,수원시
478,수원정자3동점,경기도 수원시 장안구 천천동 481-5 1층,경기도,수원시
479,수원정자2동점,경기도 수원시 장안구 정자2동 46-41번지,경기도,수원시
480,수원인계점,경기도 수원시 팔달구 인계동 1008-24,경기도,수원시
481,수원율전점,"경기도 수원시 장안구  서부로2197번길 40, 101호",경기도,수원시
482,수원영화점,경기도 수원시 장안구  정조로934번길 46,경기도,수원시
483,수원역점,경기도 수원시 팔달구  매산로52번길 8-1,경기도,수원시
484,수완2호점,"광주광역시 광산구 신가 1245, 1층",광주광역시,광산구
485,수암신정2호점,"울산광역시 남구  신선로 45, 롯데캐슬 중앙상가동 209호",울산광역시,남구
486,수석석남점,충청남도 서산시  덕지천로 105 (석림동),충청남도,서산시
487,수서일원본동점,서울특별시 강남구  광평로295 사이룩스서관1층 111호,서울특별시,강남구
488,수색증산점,서울특별시 은평구 증산서길 98,서울특별시,은평구
489,수락점,"서울특별시 노원구 동일로 239길 19, 105호",서울특별시,노원구
490,수내점,"경기도 성남시분당구  발이봉남로 3번길 4, 1층",경기도,성남시분당구
491,수곡모충점,충청북도 청주시 서원구  구룡산로 340,충청북도,청주시
492,송파점,"서울특별시 송파구  송이로2길 3, 1층",서울특별시,송파구
493,송촌점,대전광역시 대덕구  동춘당로 44번길 20,대전광역시,대덕구
494,송천에코점,전라북도 전주시덕진구 송천로 112-42,전라북도,전주시덕진구
495,송우리점,경기도 포천시 소흘읍 송우로 55-5,경기도,포천시
496,송림송현점,인천광역시 동구  금곡로 86-1,인천광역시,동구
497,송도신도시점,인천광역시 연수구  컨벤시아대로 50,인천광역시,연수구
498,송도3동점,인천광역시 연수구 송도동 190-2  글로벌캠퍼스푸르지오상가 202동 131호,인천광역시,연수구
499,송내북부역점,경기도 부천시 원미구 상동 429-14,경기도,부천시
500,송내2동점,경기도 부천시 소사구 송내2동 628-24번지,경기도,부천시
501,속초조양점,"강원도 속초시  조양상가길 2, 110호",강원도,속초시
502,속초교동점,강원도 속초시 교동 교동로 113번지,강원도,속초시
503,소하2동점,경기도 광명시  성채로 50번길 33,경기도,광명시
504,소하1동점,경기도 광명시 소하1동 1324번지 주공아파트 상가 (후문),경기도,광명시
505,소촌우산점,광주광역시 광산구  사암로 106번길 57,광주광역시,광산구
506,소사점,경기도 부천시 소사구 소사본3동 400-7 청구@ 상가 101호,경기도,부천시
507,소사벌점,경기도 평택시  비전6길 2-14,경기도,평택시
508,세종한솔점,"세종특별자치시   누리로 119, 첫마을아파트상가동 제비 103호",세종특별자치시,누리로
509,세종종촌점,"세종특별자치시   도움3로 105-8, 109호",세종특별자치시,도움3로
510,세종보람점,"세종특별자치시 한누리대로2129 스타힐타워 2동 115,116호",세종특별자치시,한누리대로2129
511,세종고운점,세종특별자치시 마음로151 907동 1층,세종특별자치시,마음로151
512,세교통복점,경기도 평택시  통복시장로 54번길 16-7,경기도,평택시
513,세교1호점,경기도 오산시 궐동 612-1 대유프라자 1층 107호,경기도,오산시
514,성현점,서울특별시 관악구 봉천동 466-76,서울특별시,관악구
515,성신여대점,서울특별시 성북구 동선2가 145번지,서울특별시,성북구
516,성수1호점,서울특별시 성동구 성수1가2동 13-382 1층,서울특별시,성동구
517,성서계명대점,대구광역시 달서구  서당로9안길 5,대구광역시,달서구
518,성산2동점,서울특별시 마포구  성암로7길 25,서울특별시,마포구
519,성당본리점,대구광역시 달서구  대명천로 96,대구광역시,달서구
520,성내3동점,서울특별시 강동구 성내동 433-14 1층,서울특별시,강동구
521,성내2동점,"서울특별시 강동구 성내동 25-1번지 이안A상가 110,111호",서울특별시,강동구
522,성남하대원점,"경기도 성남시 중원구  마지로 155번길 25-12, 106호",경기도,성남시
523,성남중앙점,경기도 성남시중원구  광명로 209,경기도,성남시중원구
524,성남구미1동점,경기도 성남시분당구 구미1동 144-2,경기도,성남시분당구
525,성건중부점,경상북도 경주시  북성로 98,경상북도,경주시
526,선학점,인천광역시 연수구  비류대로529번길 3,인천광역시,연수구
527,선부3동점,경기도 안산시 단원구  선부3동 1116-14번지,경기도,안산시
528,석촌점,서울특별시 송파구  송파대로45길 16,서울특별시,송파구
529,석수2동점,경기도 안양시 만안구  안양로 532번길 27,경기도,안양시
530,석관점,"서울특별시 성북구  돌곶이로 21, 1층",서울특별시,성북구
531,서판교점,경기도 성남시분당구  운중로178번길 1,경기도,성남시분당구
532,서충주신도시점,"충청북도 충주시 대소원면 첨단산업4로 31, 1층",충청북도,충주시
533,서초3동점,서울특별시 서초구 반포대로 22길 79-5,서울특별시,서초구
534,서초2동점,서울특별시 서초구  서운로 79,서울특별시,서초구
535,서천점,충청남도 서천군 서천읍 사곡리 304-68,충청남도,서천군
536,서창지구점,인천광역시 남동구 서창동 112 서창먹거리타운 1층,인천광역시,남동구
537,서울대방점,서울특별시 동작구  대방동23길 42,서울특별시,동작구
538,서산지곡점,충청남도 서산시 지곡면 화천리 371-4,충청남도,서산시
539,서부전하점,울산광역시 동구  명덕2길 11,울산광역시,동구
540,서부신시가지점,전라북도 전주시완산구  후곡길 23-11,전라북도,전주시완산구
541,서림점,서울특별시 관악구 신림동 96-60 한강뉴스타,서울특별시,관악구
542,서둔탑동점,경기도 수원시 권선구  서둔로 221,경기도,수원시
543,서대문연희점,서울특별시 서대문구  연희로 181,서울특별시,서대문구
544,서교점,서울특별시 마포구 서교동 377-2,서울특별시,마포구
545,서곡지구점,"전라북도 전주시완산구  서곡1길 1-4 , 1층",전라북도,전주시완산구
546,서강점,"서울특별시 마포구  창전로 45, 102-103",서울특별시,마포구
547,상현2동점,경기도 용인시 수지구 상현2동 54-5 가동 102호,경기도,용인시
548,상주냉림무양점,경상북도 상주시  냉림2길 31-3,경상북도,상주시
549,상일점,서울특별시 강동구 상일동 237번지,서울특별시,강동구
550,상암점,서울특별시 마포구 상암동 30-1번지 형제빌딩 103호,서울특별시,마포구
551,상무2호점,광주광역시 서구 화정로85번길 30-1 1층,광주광역시,서구
552,상동하당점,전라남도 목포시  상리로15번길 15,전라남도,목포시
553,상도4동점,서울특별시 동작구  성대로 63,서울특별시,동작구
554,상도1호점,서울특별시 동작구 상도동 436,서울특별시,동작구
555,상계보람점,서울시 노원구  노원로34길 66 1층(상계동),서울시,노원구
556,"상계6,7동점",서울특별시 노원구 상계동 728-3 주공6단지 상가 101호,서울특별시,노원구
557,상.중동점,대구광역시 수성구  상화로66,대구광역시,수성구
558,삼천포점,경상남도 사천시 벌리동 420-8번지,경상남도,사천시
559,삼척점,강원도 삼척시 대학로 40,강원도,삼척시
560,삼전점,"서울특별시 송파구 백제고분로21길 20, 102",서울특별시,송파구
561,삼송1호점,경기도 고양시 덕양구 동산동 355-1번지,경기도,고양시
562,삼성2동점,"서울특별시 강남구  삼성로103길 12, 123",서울특별시,강남구
563,삼산2동점,인천광역시 부평구 삼산동 453-1번지,인천광역시,부평구
564,삼산1동점,인천광역시 부평구 삼산동 삼산동 222-34,인천광역시,부평구
565,산북소룡점,전라북도 군산시  원산북2길 37,전라북도,군산시
566,산본1동점,"경기도 군포시 군포로745번길 45, 1층",경기도,군포시
567,산남성화점,충청북도 청주시 서원구  두꺼비로 27번길 5-11,충청북도,청주시
568,산곡4동점,"인천광역시 부평구  원길로11번길 33, 1층",인천광역시,부평구
569,산곡2동점,인천광역시 부평구  화랑북로 11번길 38,인천광역시,부평구
570,사창사직2점,충청북도 청주시 서원구  사직대로 144번길 35-2,충청북도,청주시
571,사동계양점,경상북도 경산시  백양로34길 16,경상북도,경산시
572,"사당4,5동점",서울특별시 동작구 사당4동 272-3,서울특별시,동작구
573,사당1동점,서울특별시 동작구 사당동 1038-12,서울특별시,동작구
574,사2동점,"경기도 안산시 상록구  감골로 33, 101호",경기도,안산시
575,비전2동점,경기도 평택시 비전2동 855-1번지,경기도,평택시
576,비래가양점,대전광역시 동구 가양동 28-12번지,대전광역시,동구
577,불현점,경기도 동두천시 지행동 275-18,경기도,동두천시
578,불로봉무점,대구광역시 동구 팔공로101길 47,대구광역시,동구
579,불로동점,인천광역시 서구 불로동 308번지,인천광역시,서구
580,불당쌍용3동점,충청남도 천안시 서북구  쌍용12길 10-4,충청남도,천안시
581,불광1동점,서울특별시 은평구  불광로 114,서울특별시,은평구
582,분당동점,경기도 성남시 분당구 분당동 96번지,경기도,성남시
583,북아현점,"서울특별시 서대문구  북아현로1길 50, 상가1동 106호",서울특별시,서대문구
584,북변사우점,경기도 김포시 사우동 1066번지,경기도,김포시
585,북가좌1호점,서울특별시 서대문구  증가로 223,서울특별시,서대문구
586,부흥달안점,"경기도 안양시 동안구  동안로 194, 1층 117호",경기도,안양시
587,부평역점,"인천광역시 부평구 부평동 154-5, 1층",인천광역시,부평구
588,부평4동점,"인천광역시  부평구  (부평동) 주부토로 109, 1층 일부호",인천광역시,부평구
589,부천중동점,경기도 부천시 원미구 중1동 1123-2번지 107호,경기도,부천시
590,부천원종2동점,경기도 부천시 오정구 원종동 224-8번지,경기도,부천시
591,부천원미점,경기도 부천시원미구  원미로 137,경기도,부천시원미구
592,부천심곡점,경기도 부천시  장말로352번길 34,경기도,부천시
593,부천상동점,경기도 부천시 원미구  조마루로85번길 7-62,경기도,부천시
594,부여점,충청남도 부여군 부여읍 중앙로5번길 24-10,충청남도,부여군
595,부안읍점,"전라북도 부안군 부안읍 학동길 21-1, 201호",전라북도,부안군
596,부산화명점,부산광역시 북구 화명3동 2287-1 리버사이드빌딩 107-1호,부산광역시,북구
597,부산학장점,부산광역시 사상구 학장동 610-7번지,부산광역시,사상구
598,부산하단점,부산광역시 사하구 하단2동 870-268번지,부산광역시,사하구
599,부산토곡점,부산광역시 연제구  과정로 132번길 50,부산광역시,연제구
600,부산초읍점,부산광역시 부산진구  성지로 104번길 46,부산광역시,부산진구
601,부산초량점,부산광역시 동구  초량로 59,부산광역시,동구
602,부산청학점,부산광역시 영도구 청학동 신도브래뉴 상가 112호,부산광역시,영도구
603,부산주례점,부산광역시 사상구  양지로 8번길 45-15,부산광역시,사상구
604,부산주례2호점,부산광역시 사상구 주례동 80-29번지 1층,부산광역시,사상구
605,부산좌동점,부산광역시 해운대구  좌동순환로 275,부산광역시,해운대구
606,부산전포점,부산광역시 부산진구  서전로 58번길 51,부산광역시,부산진구
607,부산재송점,부산광역시 해운대구  해운대로143번길 51,부산광역시,해운대구
608,부산장전점,부산광역시 금정구  장전온천천로 73번길 6,부산광역시,금정구
609,부산장림점,부산광역시 사하구  다대로 320번길 25,부산광역시,사하구
610,부산우동점,부산광역시 해운대구  우동1로 45,부산광역시,해운대구
611,부산우2동점,"부산광역시 해운대구  해운대로 361, 103호",부산광역시,해운대구
612,부산온천점,부산광역시 동래구  중앙대로 1335번길 21,부산광역시,동래구
613,부산엄궁점,부산광역시 사상구  엄궁북로 4번길 7,부산광역시,사상구
614,부산양정점,부산광역시 부산진구  양정로 6,부산광역시,부산진구
615,부산안락점,"부산광역시 동래구  안락로 109, 크로바맨션아파트 상가 1호",부산광역시,동래구
616,부산수정점,부산광역시 동구  홍곡로 74,부산광역시,동구
617,부산수영점,"부산광역시 수영구  수영로 741번길 46, 협성르네상스상가 218동 10",부산광역시,수영구
618,부산수민점,부산광역시 동래구 수안동 34-1번지 새동래상가 6동 104호,부산광역시,동래구
619,부산송도점,부산광역시 서구  암남공원로 27,부산광역시,서구
620,부산서동점,부산광역시 금정구  서곡로 34,부산광역시,금정구
621,부산사직점,부산광역시 동래구 사직1동 47-23번지,부산광역시,동래구
622,부산부암점,부산광역시 부산진구  백양순환로 137-1,부산광역시,부산진구
623,부산부곡점,부산광역시 금정구  중앙대로1706번길 15,부산광역시,금정구
624,부산부곡2호점,부산광역시 금정구  서동로36 (부곡동),부산광역시,금정구
625,부산범천점,부산광역시 부산진구 범천동 850-15,부산광역시,부산진구
626,부산반여점,부산광역시 해운대구  선수촌로162-1 (반여동),부산광역시,해운대구
627,부산반여2호점,부산광역시 해운대구  재반로 242번길 29-70,부산광역시,해운대구
628,부산반송점,"부산광역시 해운대구  윗반송로 51번길 46-1, 1층",부산광역시,해운대구
629,부산문현점,부산광역시 남구 문현1동 13-63번지,부산광역시,남구
630,부산명지점,부산광역시 강서구  명지오션시티2로71,부산광역시,강서구
631,부산명장점,부산광역시 동래구  명안로 81,부산광역시,동래구
632,부산망미점,부산광역시 수영구  망미배산로24번길 24,부산광역시,수영구
633,부산만덕점,"부산광역시 북구  만덕2로44번길72, 106동 106호",부산광역시,북구
634,부산동삼점,부산광역시 영도구  동삼로 79,부산광역시,영도구
635,부산덕포점,부산광역시 사상구  삼덕로 72-1,부산광역시,사상구
636,부산덕천점,부산광역시 북구 덕천1동 408-18번지,부산광역시,북구
637,부산대연점,부산광역시 남구  못골로41번길 13,부산광역시,남구
638,부산대신점,부산광역시 서구 서대신동3가 279-14번지 2통 4반,부산광역시,서구
639,부산당리점,부산광역시 사하구  다대로 4,부산광역시,사하구
640,부산당감점,부산광역시 부산진구  당감서로 118-1,부산광역시,부산진구
641,부산다대점,부산광역시 사하구 다대1동 933-12번지,부산광역시,사하구
642,부산남항점,부산광역시  영도구   절영로93번길 25-1,부산광역시,영도구
643,부산남천점,"부산광역시 수영구 (남천동) 수영로408번길 65, 상가동 2호",부산광역시,수영구
644,부산남산점,부산광역시 금정구  남산로37번길 60,부산광역시,금정구
645,부산낙민점,부산광역시 동래구  안남로 69,부산광역시,동래구
646,부산기장점,부산광역시 기장군 기장읍 차성동로 161,부산광역시,기장군
647,부산금곡점,부산광역시 북구  효열로 207,부산광역시,북구
648,부산구포점,부산광역시 북구  시랑로7번길 4,부산광역시,북구
649,부산구서점,부산광역시 금정구 구서2동 184-23번지,부산광역시,금정구
650,부산괴정점,부산광역시 사하구 괴정동 929번지,부산광역시,사하구
651,부산괴정2호점,부산광역시 사하구  사리로 42,부산광역시,사하구
652,부산광안1동점,부산광역시 수영구 민락동 167-1번지,부산광역시,수영구
653,부산거제점,"부산광역시 연제구 중앙대로 1167, 105호",부산광역시,연제구
654,부산개금점,부산광역시 부산진구 개금3동 470-8번지,부산광역시,부산진구
655,부산감천점,부산광역시 사하구  감천로 69,부산광역시,사하구
656,부산감만점,부산광역시 남구  우암로 79번길 1,부산광역시,남구
657,부산가야점,부산광역시 부산진구  가야대로 552번길 135,부산광역시,부산진구
658,부개2동점,인천광역시 부평구 부개동 124-51번지,인천광역시,부평구
659,봉일천점,경기도 파주시 조리읍 봉일천리 142-3번지,경기도,파주시
660,봉동점,"전북 완주군 봉동읍 완주산단8로 24, 1층 103호",전북,완주군
661,봉담1호점,"경기도 화성시 봉담읍 상봉길 31, 지맨프라자 119-1호",경기도,화성시
662,봄그리고가을리조트,"제주도 서귀포시 성산읍 해맞이해안로 2660, 1층
",제주도,서귀포시
663,본오2동점,경기도 안산시 상록구  본이로 8,경기도,안산시
664,본동월성2동점,대구광역시 달서구 본동 710-1,대구광역시,달서구
665,복대개신점,충청북도 청주시 흥덕구  신율로 117,충청북도,청주시
666,보성벌교점,전라남도 보성군 벌교읍 채동선로 249,전라남도,보성군
667,보령동대점,충청남도 보령시 동대동 476-4번지,충청남도,보령시
668,병점2동점,경기도 화성시 병점동 826-3번지 101호,경기도,화성시
669,별내2호점,"경기도 남양주시  순화궁로 382-1, 별사랑마을2-2단지상가 104호",경기도,남양주시
670,별내1호점,경기도 남양주시  별내3로92,경기도,남양주시
671,"범어1,2,3동점",대구광역시 수성구  동대구로73길 24,대구광역시,수성구
672,번동점,"서울특별시 강북구 번동 330-1, 104호",서울특별시,강북구
673,백석1동점,경기도 고양시일산동구 백석동 1210-5,경기도,고양시일산동구
674,배방점,충청남도 아산시 배방읍 모산로 136,충청남도,아산시
675,배곧캠퍼스점,경기도 시흥시  배곧1로 27-15,경기도,시흥시
676,배곧신도시점,경기도 시흥시  배곧4로30 배곧타운116호,경기도,시흥시
677,방화역점,서울특별시 강서구 방화동 830-1 에어뷰오피스텔2 101호,서울특별시,강서구
678,방학1동점,"서울특별시 도봉구  도당로 133, 1층",서울특별시,도봉구
679,방하리점,강원도 춘천시 남산면 방하리 372-2번지,강원도,춘천시
680,방이점,서울특별시 송파구  가락로 267,서울특별시,송파구
681,방배4동점,"서울특별시 서초구  방배로32길 8, 1층 (조일빌딩)",서울특별시,서초구
682,방배1동점,서울특별시 서초구  방배로 13길 34,서울특별시,서초구
683,방림양림점,광주광역시 남구 방림동 473-1 송림주택1동 101호,광주광역시,남구
684,반포1동점,서울특별시 서초구 반포1동 746-8 103호,서울특별시,서초구
685,민락2지구점,경기도 의정부시  용민로 249 골든타워 101호,경기도,의정부시
686,미아1호점,서울특별시 강북구  삼양로 198,서울특별시,강북구
687,미성점,서울특별시 관악구  난우길43,서울특별시,관악구
688,미사수변점,"경기도 하남시  미사강변중앙로 111번길 26, 1층",경기도,하남시
689,미사1호점,"경기도 하남시  미사강변북로30번길 37, 1층",경기도,하남시
690,문화신풍점,전라북도 군산시 대학로 120-1,전라북도,군산시
691,문학구장점, ,,
692,문정점,서울특별시 송파구  동남로6길 41-10,서울특별시,송파구
693,문산점,경기도 파주시 문산읍 독산로 31-1,경기도,파주시
694,문막점,강원도 원주시 문막읍 건등리 1624-5,강원도,원주시
695,문래점,서울특별시 영등포구  문래5가 23-1,서울특별시,영등포구
696,문경새재점,경상북도 문경시 문경읍 주흘1길 25,경상북도,문경시
697,무전북신점,경상남도 통영시  여황로 399-4,경상남도,통영시
698,무안읍점,"전라남도 무안군 무안읍 불무로20,1층",전라남도,무안군
699,무안남악점,전라남도 무안군 삼향읍 남악영산길 39 신동아파밀리에상가 102호,전라남도,무안군
700,무실점,강원도 원주시  만대로 150,강원도,원주시
701,목포이로점,"전라남도 목포시  삼학로 331, 금호상가102호",전라남도,목포시
702,목포용해점,전라남도 목포시  포미로10번길 8,전라남도,목포시
703,목포연산북항점,전라남도 목포시 산정동 1766-9,전라남도,목포시
704,목포삼학점,전라남도 목포시  둥근섬로 48-1,전라남도,목포시
705,목천읍점,충청남도 천안시 동남구 목천읍 신계리 422번지 동우상가 120호,충청남도,천안시
706,목감점,"경기도 시흥시  목감우회로 39, 118호",경기도,시흥시
